word,general,earn,acq,money,grain,crude,trade,interest,ship,wheat,corn
markka-NN,9,3,0,3,0,0,3,0,0,0,0
lag-NN,5,1,0,1,1,2,1,0,0,0,1
gilts-NNS,6,0,0,4,0,0,2,5,0,0,0
periods-NNS,129,119,1,3,3,1,0,3,1,1,2
needs-NNS,30,2,5,6,4,7,4,6,1,1,2
were-JJ,22,3,8,1,3,1,4,1,1,0,2
been-JJ,4,0,0,2,1,0,1,0,0,1,0
perfectly-RB,6,0,2,1,0,0,2,1,1,0,0
endeavour-NN,4,2,0,0,0,0,2,0,0,0,0
correct-JJ,6,2,1,0,1,1,1,0,0,0,1
granite-JJ,5,1,3,0,0,1,0,0,1,0,0
symbion-NN,14,0,14,0,0,0,0,0,0,0,0
planned-VBN,93,15,42,2,8,17,7,1,11,3,2
seems-VBZ,19,0,3,7,4,0,6,4,0,2,1
intensity-NN,4,0,0,0,4,0,0,0,0,2,3
humana-NNS,4,0,4,0,0,0,0,0,0,0,0
change-VB,70,14,11,16,7,13,12,11,0,2,2
universal-NN,17,1,16,0,0,0,0,0,0,0,0
tenders-NNS,31,0,3,3,24,1,2,2,1,6,16
stake-NN,459,42,410,1,0,10,3,0,0,0,0
cost-VBP,6,2,0,0,2,0,0,2,0,0,1
areas-NNS,168,20,18,3,75,26,25,2,14,37,30
cost-VBN,7,0,0,0,2,0,3,0,2,0,2
oppenheimer-NN,19,4,15,0,0,1,0,0,0,0,0
money-NN,426,10,19,311,4,5,22,242,5,1,0
agencies-NNS,20,3,10,2,2,1,2,2,2,1,1
nearing-VBG,5,0,0,0,1,2,0,2,0,1,0
enhanced-VBN,5,2,1,0,0,2,0,0,0,0,0
cap-NN,11,5,2,1,3,0,1,0,0,1,0
she-PRP,97,9,18,13,22,6,22,9,3,8,19
official-NN,532,13,46,119,114,98,123,53,29,46,48
NUMBER-year-JJ,39,5,4,8,4,9,4,8,1,1,2
england-NN,186,16,17,131,1,9,1,87,1,1,0
appropriate-NN,7,0,2,2,2,0,1,0,0,0,1
reach-VBP,7,1,0,0,1,1,4,0,0,0,1
means-VBZ,61,1,3,9,6,7,33,2,1,3,3
army-NN,9,0,1,0,3,4,0,0,4,0,0
commissioner-NN,17,0,2,0,2,2,11,0,0,0,0
prefer-VBP,5,0,1,2,0,1,0,1,0,0,0
path-NN,5,0,1,3,0,1,1,0,1,0,0
take-VB,392,41,125,72,34,40,78,20,11,11,19
force-NN,52,10,10,10,2,13,2,0,15,1,2
box-NN,4,1,3,0,0,0,0,0,0,0,0
wheat-VBD,12,0,0,0,11,0,1,0,0,11,3
wheat-VBP,5,0,0,0,5,0,0,0,0,5,2
knows-VBZ,7,0,5,0,1,2,0,0,1,1,0
leading-VBG,116,14,22,40,7,11,20,13,1,4,4
camco-NN,4,2,2,0,0,0,0,0,0,0,0
call-VBP,12,0,4,3,0,0,2,4,1,0,0
alabama-NN,4,1,1,0,0,1,0,0,1,0,0
threaten-VB,8,0,0,0,1,4,1,0,6,0,1
tangible-JJ,9,2,5,0,2,0,1,0,0,1,0
feedgrains-NNS,30,0,0,0,30,0,0,0,0,25,4
obstacles-NNS,11,0,3,2,2,0,4,0,0,2,0
cancellation-NN,4,3,1,0,0,0,0,0,0,0,0
rescue-NN,5,0,0,2,1,1,0,0,3,0,1
begin-VB,64,15,13,3,10,16,3,2,7,2,5
pass-VB,17,3,1,1,0,0,12,1,0,0,0
danforth-NN,6,0,4,0,2,0,0,0,0,1,1
unexpected-JJ,7,3,0,1,1,1,1,0,0,0,1
writeoff-NN,14,12,1,2,0,0,0,0,0,0,0
supercomputer-JJR,4,0,4,0,0,0,1,0,0,0,0
it-NN,56,11,14,7,4,8,14,6,0,3,2
exercise-NN,23,9,12,1,0,0,1,0,1,0,0
times-VBZ,4,0,3,1,0,0,0,0,0,0,0
much-JJ,161,21,27,29,27,30,24,14,2,11,17
clearance-NN,11,0,10,1,0,0,0,0,0,0,0
stand-NN,7,0,2,0,0,1,4,0,1,0,0
aid-VB,5,1,1,0,2,0,1,0,0,2,1
singer-NN,6,0,2,0,0,1,0,4,0,0,0
determination-NN,26,1,6,3,2,9,3,3,0,0,1
initially-RB,28,2,7,6,7,2,1,4,1,0,5
ending-VBG,135,71,26,15,3,5,14,7,6,1,1
violated-VBD,6,0,3,0,2,0,1,0,0,0,2
institution-NN,19,1,8,3,0,0,7,1,0,0,0
texas-NNS,142,37,44,0,7,56,4,1,2,1,6
rumored-VBN,10,1,4,3,3,0,0,0,0,1,2
quotas-NNS,47,0,1,2,6,20,19,2,0,3,2
registration-NN,20,7,9,0,0,5,0,0,6,0,0
auto-NN,30,5,16,2,0,0,5,3,0,0,0
on-NN,8,1,1,1,1,2,1,2,0,1,0
structured-VBN,5,1,4,0,0,0,0,0,0,0,0
brasils-NNS,5,0,0,2,0,1,2,0,0,0,0
here-JJ,4,0,0,0,0,1,2,0,1,0,0
ethanol-NN,8,2,1,0,4,0,1,0,0,0,4
form-VB,9,0,5,1,1,0,2,0,0,0,0
lilly-RB,6,0,6,0,0,0,0,0,0,0,0
purely-RB,5,0,1,1,0,1,2,0,0,0,0
craig-NN,4,0,1,2,0,0,0,1,0,0,0
premier-NN,8,0,1,0,0,1,5,0,2,0,0
value-VB,4,0,1,0,1,1,1,0,0,1,1
capel-NN,9,5,3,0,0,0,0,1,0,0,0
princeville-JJ,6,0,6,0,0,0,0,0,0,0,0
carteret-NN,5,0,5,0,0,0,0,0,0,0,0
governments-NNS,145,5,17,40,18,22,39,23,5,12,4
heritage-NN,15,0,12,3,0,0,1,0,0,0,0
subsidized-VBD,5,0,0,0,5,0,0,0,0,5,1
pacific-JJ,77,16,28,0,9,23,0,0,4,4,4
subsidized-VBN,19,0,0,0,16,1,2,0,0,13,3
based-VBN,226,52,103,15,19,26,12,8,2,5,13
ticket-NN,5,1,4,0,0,0,0,0,0,0,0
gillette-NN,5,0,5,0,0,0,0,0,0,0,0
environmental-JJ,22,4,13,0,0,4,1,0,0,0,0
hisham-NN,9,0,0,0,0,9,0,0,0,0,0
francs-NNS,267,171,40,23,12,0,26,10,0,0,10
dlr-RB,6,2,1,0,0,0,2,0,1,0,0
parities-NNS,6,1,0,5,0,0,0,0,0,0,0
subscriptions-NNS,4,0,0,3,0,0,0,4,0,0,0
sulphur-NN,7,1,0,0,0,6,0,0,0,0,0
contents-NNS,4,0,0,2,0,0,3,0,0,0,0
debated-VBN,4,0,0,2,0,1,1,0,0,0,0
wcas-NNS,4,0,4,0,0,0,0,0,0,0,0
doesnt-NN,21,3,5,1,2,5,4,0,1,1,1
mid-JJ,7,3,1,0,2,1,0,0,0,0,1
so-RB,19,2,2,4,4,3,4,2,0,2,2
target-VBP,9,1,1,1,1,1,3,2,0,1,0
holland-NN,10,6,4,0,0,0,0,0,0,0,0
ingredient-NN,6,0,6,0,0,0,0,0,0,0,0
dinner-NN,6,0,2,2,1,0,2,0,0,0,0
properties-NNS,125,70,42,0,1,20,0,0,0,0,1
ceiling-VBG,5,0,0,2,2,2,0,0,0,0,1
flatly-RB,4,0,0,3,1,0,0,0,0,0,0
monitor-NN,6,0,4,1,0,0,1,0,0,0,0
police-NN,5,0,0,0,1,4,0,0,1,0,0
raises-NNS,4,0,3,0,0,2,0,0,1,0,0
sweeping-JJ,4,0,0,0,1,1,2,0,1,0,0
generalised-VBN,4,0,0,0,1,0,3,0,0,1,0
investments-NNS,99,44,28,8,2,8,6,6,0,0,0
operates-NNS,4,0,4,0,0,0,0,0,0,0,0
hurt-VBN,14,4,2,1,4,1,2,1,2,3,2
regulations-NNS,30,2,8,8,3,2,7,1,0,0,0
yesterdays-NNS,39,6,4,12,3,3,3,11,5,3,1
problems-NN,4,0,1,1,0,0,2,0,0,0,0
projects-NNS,48,12,7,1,3,17,3,2,4,2,0
previously-announced-JJ,33,5,28,0,0,0,0,0,1,0,0
rise-NN,285,61,11,91,11,41,47,60,18,5,3
provision-NN,147,92,19,5,23,1,7,2,5,17,2
wider-NN,13,2,2,3,2,3,2,0,1,0,1
tactics-NNS,7,0,6,1,0,0,1,0,0,0,0
cold-VBN,4,0,0,0,1,0,3,0,0,1,0
gao-NN,18,0,0,0,18,0,0,0,0,2,9
something-JJ,4,0,1,2,0,0,0,1,0,0,0
smithkline-NN,6,6,0,0,0,0,0,0,0,0,0
inflation-NN,130,6,1,61,3,9,32,52,2,1,0
run-up-JJ,4,1,0,0,2,0,0,1,0,2,1
redundancies-NNS,25,0,1,0,1,0,0,0,24,0,0
gearing-VBG,4,1,1,0,0,0,2,0,0,0,0
coupled-VBN,13,2,0,3,1,5,0,2,1,1,1
coupled-VBD,6,0,2,0,0,1,1,2,0,0,0
feb-VBP,7,7,0,0,0,0,0,0,0,0,0
spr-NN,8,0,0,0,0,8,0,0,0,0,0
educational-JJ,4,0,2,0,0,0,2,0,0,0,0
acquiring-VBG,21,2,19,0,1,0,0,0,0,0,1
integrated-JJ,5,0,3,0,1,0,1,0,0,1,0
failure-NN,35,3,8,4,0,2,17,0,4,0,0
renaults-NNS,4,0,4,0,0,0,0,0,0,0,0
reached-VBN,89,10,35,10,9,5,17,5,6,6,3
weight-NN,7,0,1,1,2,1,0,1,1,1,1
reached-VBD,79,8,32,19,8,6,9,1,2,2,7
disposition-NN,16,11,5,0,0,0,0,0,0,0,0
cenergy-NN,18,2,16,0,0,0,0,0,0,0,0
act-VB,39,4,15,4,3,4,9,3,3,0,2
difficulty-NN,13,1,2,2,2,6,1,3,0,2,0
but-CC,2053,312,374,430,217,291,385,170,126,110,80
year-ago--NONE-,6,6,0,0,0,0,0,0,0,0,0
enhance-VB,9,1,5,2,0,1,0,2,0,0,0
hit-VB,18,2,0,5,2,1,6,2,1,1,1
write-VB,11,5,0,0,0,1,5,0,1,0,0
precipitation-NN,5,0,0,0,5,0,0,0,0,3,1
fleets-NNS,9,0,8,0,0,0,0,0,1,0,0
norstar-NN,28,0,28,0,0,0,0,0,0,0,0
ranges-NNS,39,0,0,32,3,0,2,9,0,3,0
delhi-NN,25,0,22,0,1,8,1,0,0,1,0
attempting-VBG,12,0,3,1,2,1,6,0,0,1,2
in-kind-JJ,4,0,0,0,4,0,0,0,0,1,2
adjustment-NN,55,13,3,15,4,1,20,5,0,2,2
lack-NN,24,3,1,2,4,8,5,2,1,3,1
derivatives-NNS,9,0,0,0,7,1,1,0,4,0,0
prime-NN,39,0,3,4,2,3,8,20,2,2,0
precambrian-JJ,4,4,0,0,0,0,0,0,0,0,0
ge-NN,11,7,4,0,0,0,0,0,0,0,0
indonesia-NN,49,0,0,4,6,25,15,3,2,4,1
peninsula-NN,4,1,2,0,0,0,0,0,1,0,0
above-IN,204,19,15,70,24,47,16,37,6,13,10
walsh-NN,5,5,0,0,0,0,0,0,0,0,0
independence-NN,8,0,6,2,1,0,0,0,0,0,1
face-VBP,7,1,0,3,1,1,1,3,0,0,1
refinery-VBP,6,1,1,0,0,6,0,0,0,0,0
tomorrow-NN,114,7,13,31,9,6,19,43,10,4,4
additional-JJ,220,65,91,5,37,28,3,4,8,25,18
houston-based-JJ,9,3,3,0,0,4,0,0,0,0,0
jeep-NN,6,0,6,0,0,0,0,0,0,0,0
marlin-NN,10,0,0,0,0,5,4,1,1,0,0
command-NN,4,0,0,0,0,4,0,0,3,0,0
corning-VBG,12,2,12,0,0,0,0,0,0,0,0
processing-VBG,17,5,14,0,1,0,0,0,0,0,1
calculations-NNS,10,5,0,0,3,1,1,0,0,3,3
smith-NN,20,4,5,5,0,4,2,0,0,0,0
telling-VBG,12,0,2,4,0,2,3,1,1,0,0
paris-NNS,165,2,7,135,4,2,22,28,0,0,3
triggered-VBN,12,1,5,4,0,0,2,1,1,0,0
restructure-VB,26,5,7,2,2,6,6,0,3,0,0
labels-NNS,4,0,4,0,0,0,0,0,0,0,0
contributing-VBG,5,2,1,1,0,0,1,0,0,0,0
months-NNS,533,204,61,77,40,68,78,39,22,22,17
proxy-NN,14,4,10,0,0,0,0,0,0,0,0
kjell-NN,4,0,4,0,0,0,0,0,0,0,0
henkel-NN,6,0,6,0,0,0,0,0,0,0,0
irs-NNS,5,5,0,0,0,0,0,0,0,0,0
at--NONE-,4,1,2,2,0,0,0,0,0,0,0
honduras-NNS,7,0,0,0,6,0,0,0,4,5,3
transaction-NN,242,20,215,1,2,10,0,4,1,1,1
doors-NNS,10,1,2,1,0,0,0,0,6,0,0
washingtons-NNS,11,0,0,5,0,0,7,0,0,0,0
issue-VB,51,13,25,10,2,3,1,0,0,0,1
profitable-JJ,50,24,19,0,4,1,1,1,0,2,0
established-VBD,16,2,6,4,2,0,2,1,0,0,0
seek-NN,4,0,0,0,0,0,2,2,0,0,0
ocean-NN,10,0,0,0,1,7,0,0,4,1,1
sen-VBN,12,0,0,1,8,0,4,0,0,2,4
saskatchewan-NN,6,0,2,0,0,3,1,0,0,0,0
quarto-NN,4,4,0,0,0,0,0,0,0,0,0
pessimistic-JJ,5,0,0,0,1,1,3,0,0,1,1
accordance-NN,12,2,3,3,1,1,2,0,0,1,1
nearer-NN,7,0,0,3,2,1,0,0,1,2,0
denominator-NN,4,0,0,4,0,0,0,0,0,0,0
burdens-NNS,4,1,0,0,0,1,2,0,0,0,0
bank-VBP,27,11,4,0,1,0,2,9,1,1,0
foundation-NN,18,1,6,5,0,1,5,0,1,0,0
bank-VBD,5,2,2,1,0,0,0,1,0,0,0
ht-NN,5,0,3,0,0,2,0,0,0,0,0
slump-NN,16,6,0,2,1,4,2,0,1,1,1
linde-NN,5,5,0,0,0,0,0,0,0,0,0
subsidy-NN,60,0,1,0,52,2,2,0,5,43,21
radiation-NN,4,1,2,1,0,0,0,0,0,0,0
kenya-NN,8,0,0,1,1,1,2,0,4,0,0
differentials-NNS,20,0,0,5,9,6,0,0,2,1,8
NUMBER-june-CD,4,0,0,0,4,0,0,0,0,3,0
hutchison-NN,16,11,4,0,0,0,0,0,1,0,0
attention-NN,27,5,4,9,4,4,3,4,1,0,1
louis-VBZ,6,0,2,0,2,0,0,0,2,2,0
sales-NNS,1282,890,180,40,102,49,29,16,9,55,65
regime-NN,7,0,0,2,0,5,0,0,0,0,0
monetary-JJ,112,0,1,96,2,1,10,29,0,0,0
write-off-NN,5,5,0,0,0,0,0,0,0,0,0
srd-NN,5,0,4,0,0,4,0,0,0,0,0
iida-NN,7,0,0,0,0,0,0,0,7,0,0
stood-NN,6,5,1,1,0,0,0,0,1,0,0
extract-VB,6,1,0,1,0,5,1,0,0,0,0
supplement-NN,4,1,1,0,0,2,0,0,0,0,0
grounds-NNS,36,2,17,7,3,2,4,3,2,2,1
louisiana-NN,16,4,1,0,2,9,0,0,0,1,2
hecks-NNS,11,8,3,0,0,0,0,0,0,0,0
kim-NN,6,0,2,0,0,0,4,0,0,0,0
sown-NN,16,0,0,0,16,0,0,0,0,6,10
centers-NNS,26,6,21,0,0,1,0,0,0,0,0
servicing-NN,10,1,2,1,0,2,4,1,0,0,0
one-for-five-JJ,10,10,0,0,0,0,0,0,0,0,0
sure-NN,5,0,1,0,1,1,2,0,0,1,0
treasurys-NNS,10,0,0,7,0,1,0,5,0,0,0
companies--NONE-,4,0,3,0,0,3,0,0,0,0,0
outlays-NNS,11,2,1,0,8,1,0,0,0,2,6
shortage-NN,99,2,1,82,4,0,3,43,5,2,2
spread-VB,6,0,2,1,1,0,1,0,1,0,0
end-february-JJ,7,1,1,3,0,0,0,1,1,0,0
britains-NNS,23,1,9,6,0,1,7,3,0,0,0
zealand-NN,59,2,15,7,6,0,20,9,2,6,2
frolov-NN,4,0,0,0,0,0,4,0,0,0,0
nationwide-VBP,8,6,0,0,0,2,0,0,0,0,0
maryland-NN,16,0,13,0,0,0,2,0,1,0,0
sacrifices-NNS,7,0,0,1,0,4,2,1,0,0,0
illinois-NNS,36,7,9,0,10,1,0,2,7,0,5
loan-NN,321,94,113,5,44,29,10,33,5,19,20
pressure-VB,5,0,0,2,0,0,3,1,0,0,0
bhps-NNS,4,2,2,0,0,0,0,0,0,0,0
protective-JJ,6,0,4,0,1,0,1,0,0,1,0
subordinate-JJ,5,4,1,0,0,0,0,0,0,0,0
assumption-NN,20,0,13,3,2,1,0,1,1,1,1
med-VBN,4,1,0,0,1,2,0,0,1,0,0
table-NN,12,0,3,1,1,1,6,1,0,0,1
confirmation-NN,12,1,0,3,3,4,0,2,5,2,1
burgess-NN,4,0,0,0,4,0,0,0,0,0,4
lanschot-NN,4,4,0,0,0,0,0,0,0,0,0
rotterdams-NNS,7,0,0,0,1,0,1,0,6,0,0
piedmont-NN,84,0,84,0,0,0,0,0,0,0,0
response-VBP,8,0,6,0,0,1,0,1,0,0,0
shanghai-NN,21,7,2,0,9,0,0,1,2,0,0
economy-JJ,4,0,0,1,0,1,1,1,0,0,0
winds-NNS,16,0,0,0,5,2,2,0,8,3,2
first-RB,155,70,59,11,6,3,6,8,2,1,1
bankamerica-NN,27,8,16,2,0,0,0,1,0,0,0
weekly-RB,33,0,3,11,15,2,2,4,0,11,7
do-NN,8,1,4,1,1,0,1,1,1,0,1
about--NONE-,4,1,0,1,0,1,1,1,0,0,0
triggered-VBD,9,0,1,4,1,2,2,0,0,1,0
dw-VBP,5,0,0,0,2,0,0,0,5,1,0
shipped-VBN,26,2,0,0,15,1,2,0,7,7,7
comprises-NNS,6,2,1,1,2,0,0,0,0,2,0
shipped-VBD,4,0,0,0,2,2,0,0,0,2,1
classes-NNS,12,7,4,0,1,0,0,0,0,0,0
distortions-NNS,7,0,0,3,2,0,0,2,0,0,0
sun-NN,29,5,15,0,0,8,0,1,0,0,0
remains-VBZ,84,19,15,19,5,11,9,18,1,4,2
validly-RB,5,0,5,0,0,0,0,0,0,0,0
tension-NN,13,0,2,3,0,4,2,1,6,0,0
assessed-VBN,4,0,2,0,1,1,0,0,0,0,1
harvesting-NN,5,0,0,0,5,0,0,0,0,1,4
shortly-RB,40,6,17,8,4,2,1,5,3,1,1
shareholding-NN,5,2,3,0,0,0,0,0,0,0,0
dunn-NN,4,0,1,2,0,1,0,2,0,0,0
argue-NN,6,0,0,1,2,0,3,0,0,2,0
branch-NN,35,13,16,4,2,0,0,0,1,1,0
timecharter-NN,5,0,0,0,5,0,0,0,5,1,1
work-VB,77,1,15,10,8,7,22,4,14,4,5
side-VBP,5,1,0,0,0,0,4,0,0,0,0
promoting-NN,4,0,0,2,1,1,2,0,0,1,0
indirect-JJ,19,0,4,10,0,0,0,13,0,0,0
optic-JJ,5,4,1,0,0,0,0,0,0,0,0
restraints-NNS,7,1,1,0,0,0,5,0,0,0,0
platinum-NN,4,0,2,0,0,2,0,0,0,0,0
aid-VBD,5,0,0,0,0,2,3,0,0,0,0
pty-NN,25,4,18,0,2,4,0,0,0,1,1
east-JJ,28,6,3,0,7,6,3,0,4,6,0
performing-VBG,5,2,0,0,0,0,0,2,1,0,0
streets-NNS,4,0,4,0,0,0,0,0,0,0,0
reported-JJ,4,2,1,0,1,0,0,0,1,0,0
defined-VBN,6,2,2,2,0,0,0,1,0,0,0
no--NONE-,17,7,3,1,2,2,4,0,2,2,0
banca-NN,6,3,3,0,0,0,0,0,0,0,0
investors-NNS,177,18,95,38,2,10,5,16,2,0,2
egypt-NN,14,0,0,0,5,4,5,0,1,3,3
terminals-NNS,12,2,4,0,2,1,0,0,4,1,1
join-VB,24,2,8,8,1,0,6,3,0,1,0
costa-NN,5,0,2,1,1,0,2,0,0,0,0
measures-NN,4,0,0,0,0,2,2,0,0,0,0
pursuant-JJ,12,1,10,1,0,0,0,0,0,0,0
engineering-VBG,4,1,2,0,0,0,0,0,1,0,0
reflect-VBP,41,28,1,7,3,1,0,1,1,2,1
transport-VB,6,0,0,0,0,3,0,0,3,0,0
csr-NN,51,0,46,0,0,16,0,0,0,0,0
appraisal-NN,7,1,4,0,0,2,0,0,0,0,0
attract-VB,11,0,6,1,2,1,0,2,0,1,1
a/s-NNS,15,2,2,0,0,11,0,0,0,0,0
stressed-VBN,8,0,1,4,1,1,1,1,0,0,0
stressed-VBD,27,4,3,8,3,2,8,4,0,2,0
trucks-NNS,4,2,2,0,0,0,0,0,1,0,0
conflict-NN,15,1,1,3,0,4,6,0,4,0,0
designed-VBN,46,1,10,11,5,4,14,3,1,3,0
mineral-JJ,21,5,11,0,0,3,0,0,2,0,0
front-NN,17,0,0,4,1,3,5,4,6,1,1
obligation-NN,10,4,4,1,0,1,0,1,0,0,0
tourists-NNS,4,2,0,1,0,0,1,0,0,0,0
tonight-NN,17,0,8,0,3,1,0,0,5,2,1
agriculture-VBP,124,0,0,0,115,0,5,1,2,68,52
dinar-NN,7,0,0,7,0,0,0,0,0,0,0
laser-NN,5,4,1,0,0,0,0,0,0,0,0
mn-NN,7,5,2,0,0,0,0,0,0,0,0
arrangements-NNS,27,5,10,6,3,2,1,4,0,2,1
printing-NN,4,0,4,0,0,0,0,0,0,0,0
subsidized-JJ,6,0,0,0,6,0,0,0,0,5,1
stabilize-VB,41,2,1,28,1,6,7,6,0,0,1
veba-NN,9,1,8,0,0,1,0,0,0,0,0
maturity-NN,29,1,1,6,0,0,0,24,0,0,0
dudley-NN,16,0,16,0,0,0,0,0,0,0,0
deferred-VBD,7,6,0,0,0,0,1,0,0,0,0
deferred-VBN,25,22,3,0,0,1,1,0,0,0,0
prt-NN,20,3,0,0,0,20,0,0,0,0,0
dn-VB,6,0,0,0,6,0,0,0,0,0,6
peso-NN,5,0,1,4,0,0,0,0,0,0,0
development-JJ,7,0,0,1,1,1,4,0,0,0,0
tricentrol-NN,4,3,0,0,0,1,0,0,0,0,0
aqazadeh-NN,7,0,0,0,0,7,0,0,0,0,0
reynolds-NNS,28,6,20,1,0,0,0,1,0,0,0
quantum-NN,6,0,4,2,0,0,0,0,0,0,0
former-NN,8,3,4,0,0,0,0,0,1,0,0
obtaining-NN,8,0,5,0,1,0,0,0,2,1,1
mccormack-NN,4,0,4,0,0,0,0,0,3,0,0
dennis-VBZ,4,0,2,0,0,1,0,0,1,0,0
lire-NN,17,9,6,2,0,0,0,0,0,0,0
jamaica-NN,7,0,0,0,2,2,0,3,0,2,1
barney-NN,21,3,5,7,0,3,2,1,0,0,0
condition-NN,49,8,24,4,6,5,1,3,1,4,4
four-year-JJ,13,2,2,5,0,0,3,2,0,0,0
point-NN,204,15,15,63,14,11,18,111,4,6,10
representatives-NNS,61,0,24,2,18,5,14,2,0,12,7
take-NN,8,0,1,2,0,0,6,0,0,0,0
d-vt-NN,5,0,0,0,3,0,2,0,0,2,1
ways-NNS,78,1,9,7,9,10,41,4,0,5,3
established-VBN,15,1,6,5,1,1,1,1,0,1,1
vernells-NNS,6,0,6,0,0,0,0,0,0,0,0
setting-VBG,18,2,0,5,3,0,6,4,1,0,1
sao-NN,9,0,0,0,1,2,0,0,8,0,1
louisiana-NNS,16,3,4,0,4,5,0,0,0,0,4
zones-NNS,9,0,0,8,0,1,1,1,0,0,0
upstream-NN,5,4,0,0,0,3,0,0,1,0,0
killed-VBD,4,0,0,0,0,4,0,0,0,0,0
past-JJ,165,20,25,37,21,34,28,17,19,7,7
killed-VBN,8,0,0,1,0,5,0,0,2,0,0
that-JJ,39,3,8,10,4,1,13,3,0,3,1
realistic-JJ,11,1,1,2,0,3,4,1,0,0,0
economies-NNS,47,5,3,18,0,7,20,5,0,0,0
maize-NN,117,0,1,4,115,0,0,0,7,25,106
shipment-NN,65,2,0,0,45,14,1,0,9,27,23
guilder-NN,22,4,1,13,1,0,0,1,3,0,0
why-WRB,32,1,10,7,3,4,6,3,1,2,2
barbara-NN,6,0,5,0,0,1,0,0,0,0,0
lloyd-NN,9,1,0,0,0,1,6,0,1,0,0
charged-VBD,19,5,4,0,0,2,4,4,1,0,0
ambrit-NN,5,0,5,0,0,0,0,0,0,0,0
charged-VBN,12,8,1,0,0,3,1,0,0,0,0
jucker-NN,7,7,0,0,0,0,0,0,0,0,0
brings-NNS,4,0,0,1,0,3,0,0,0,0,0
add-VB,84,12,11,40,2,6,1,35,0,2,0
usxs-NNS,4,0,0,0,0,4,0,0,0,0,0
highs-NNS,14,0,0,5,0,4,3,8,0,0,0
refined-VBN,9,0,3,0,0,8,0,0,1,0,0
restraining-NN,8,0,6,0,0,2,0,0,0,0,0
fallen-VBN,33,5,0,10,1,8,6,5,2,0,1
sank-NN,4,0,0,0,0,0,0,0,4,0,0
reverse-NN,21,20,1,0,0,0,0,0,0,0,0
drops-NNS,7,1,0,3,1,0,1,1,0,1,0
this-NNS,24,2,7,2,3,9,6,1,0,1,2
this-NNP,14,4,5,1,1,2,2,0,0,0,0
live-VB,22,0,1,5,1,0,17,1,0,1,0
pesos-NNS,37,9,23,1,0,0,0,4,0,0,0
narrowing-VBG,7,1,2,0,0,0,1,3,0,0,0
petroleum-VBP,6,1,0,0,0,6,0,0,0,0,0
flow-through-JJ,4,0,1,0,0,3,0,0,0,0,0
under-IN,732,95,288,51,151,67,78,20,34,86,48
technically-RB,9,1,1,5,0,2,0,0,1,0,0
jack-NN,12,6,6,0,0,1,0,0,0,0,0
nikko-NN,10,0,0,7,0,0,0,5,0,0,0
last-JJ,1751,373,287,241,228,278,307,117,78,107,109
grain-NN,419,3,4,0,406,1,4,0,59,142,165
turkeys-NNS,8,0,0,2,0,3,3,0,2,0,0
basket-NN,17,0,0,15,1,0,3,3,0,0,0
startup-NN,5,5,0,0,0,0,0,0,0,0,0
block-VB,26,0,21,2,0,1,3,0,0,0,0
longer-JJR,16,6,1,3,0,3,2,1,1,0,0
qatar-NN,26,0,0,9,0,16,0,0,1,0,0
turnaround-NN,11,3,5,1,0,1,2,0,1,0,0
improving-NN,5,0,0,1,0,2,3,1,0,0,0
familiar-JJ,6,3,2,0,1,0,0,0,0,1,1
facility-NN,64,6,25,17,6,10,2,17,0,2,1
ec-VB,6,0,0,0,4,0,2,0,0,2,3
hours-NNS,54,1,12,14,4,4,9,4,12,2,0
supports-VBZ,5,0,3,1,1,0,0,0,0,1,1
claim-NN,13,3,5,1,1,1,0,0,2,1,1
expanded-VBN,19,5,3,0,6,1,2,1,1,4,1
expanded-VBD,7,1,0,1,1,2,3,0,0,0,1
nuclear-NN,15,11,2,0,0,1,1,0,1,0,0
accounting-VBG,47,34,8,0,2,1,2,0,1,0,1
providing-NN,9,2,3,1,1,1,1,1,0,1,0
hour-NN,11,0,2,3,2,0,1,0,4,1,0
inefficient-NN,5,0,0,1,0,0,4,0,0,0,0
end-VBP,8,6,0,1,0,0,1,0,0,0,0
depth-NN,14,0,5,5,0,4,0,0,0,0,0
colleagues-NNS,7,0,0,2,0,1,5,0,0,0,0
foster-VB,26,0,0,22,0,0,6,4,0,0,0
feed-NN,29,1,1,0,27,0,1,0,0,18,12
excise-NN,5,0,0,0,1,4,0,0,0,0,1
series-NNS,21,11,10,0,1,0,0,0,0,0,0
broking-VBG,5,2,1,1,0,0,0,0,1,0,0
different-JJ,46,9,7,7,14,4,7,0,2,6,7
shot-NN,5,0,2,0,0,1,1,1,0,0,0
costly-JJ,11,1,1,0,0,3,3,0,3,0,0
obliged-VBN,6,0,0,2,2,2,1,1,0,0,0
barley-NN,84,0,0,0,82,0,0,0,7,62,36
amounted-VBN,8,4,1,1,2,0,0,0,0,1,0
earthquake-VBP,8,0,0,0,0,8,0,0,0,0,0
swedens-NNS,14,0,8,0,0,2,4,0,0,0,0
unocal-JJ,11,0,0,0,0,11,0,0,0,0,0
guadalco-NN,4,0,4,0,0,0,0,0,0,0,0
endorsing-VBG,4,0,0,2,1,0,2,0,0,1,0
however-NN,12,4,3,1,1,2,2,1,0,0,0
rev-NN,73,73,1,0,0,0,0,0,0,0,0
arbitragers-NNS,14,0,14,0,0,0,0,0,0,0,0
stations-NNS,29,4,21,0,0,2,0,0,2,0,0
equal-JJ,61,31,13,5,8,2,6,2,0,1,3
